Bauteil,Menge,Cluster,Frequenz,Jahr
"K04944 (Kabel vorkonfektioniert; 1² - 29cm, grün/gelb)",0.0,1,niedrig (< 12),2019
K05144 (Ritzelwelle; 301167),4.0,1,niedrig (< 12),2019
"K05477 (Drucktaster,vandalensicher)",1.0,1,niedrig (< 12),2019
"K05815 (Display-Unit, mit Datenaufzeichnung)",0.0,1,niedrig (< 12),2019
K02525 (Holder ER                       MA-40),0.0,1,niedrig (< 12),2019
K02576 (Kompressionsdüse; MA/E-40),8.0,1,niedrig (< 12),2019
"K02499 (Verteiler , komplett; mit Vierkantmuttern)",0.0,1,niedrig (< 12),2019
"K02919 (Schaltgehäuse Baugruppe; zu MA/E-60,40,25-H)",0.0,1,niedrig (< 12),2019
"K02279 (Haltewinkel f.Schaltgehäuse KB; MA/E-60,40,25,G50      230/400)",2.0,1,niedrig (< 12),2019
K00477 (Turbinengehäuse-Unterteil kpl.; 5606),0.0,1,niedrig (< 12),2019
K00488 (Temperaturendschalter 135°C; 5625 (Klixon)),0.0,1,niedrig (< 12),2019
"K02187 (Regler f. Masse/Luft; + Halter, E5GC-QX1ACM-300)",4.0,1,niedrig (< 12),2019
K00966 (Schweißschuh; 42.01xxx-40-30-O),0.0,1,niedrig (< 12),2019
K03704 (Dichtring; MA/E-40 u. 60 lg),4.0,1,niedrig (< 12),2019
"K03605 (EMV-Filter; 230V, motorseitig)",3.0,1,niedrig (< 12),2019
K03842 (Sprengring; SW11),0.0,1,niedrig (< 12),2019
K03029 (Düse; 49               MA/E-25-S 4mm),0.0,1,niedrig (< 12),2019
"K03070 (Unterlegscheibe; MA/E-60,40,25 u. 25-S)",4.0,1,niedrig (< 12),2019
K03343 (Runddichtring; 31  x 3),1.0,1,niedrig (< 12),2019
"K04414 (Hot air guide 58,65; container version)",0.0,1,niedrig (< 12),2019
"K04488 (Dissipator; K - Regler, 50x51x12)",0.0,1,niedrig (< 12),2019
K04669 (Holder flad; LED),1.0,1,niedrig (< 12),2019
K04736 (Kabeltülle; A10 - D2),2.0,1,niedrig (< 12),2019
"K04385 (Touch guard MAK 18,25,36,40,58,65 u. MEK 18,25)",3.0,1,niedrig (< 12),2019
K04663 (orifice plate; 15),7.0,1,niedrig (< 12),2019
"K04689 (Extruderschweißgerät; MEK-40-B, 230 V, mN)",1.0,1,niedrig (< 12),2019
"K03906 (Berührschutz, Vorwärmung; Spritzgussteil   MM)",3.0,1,niedrig (< 12),2019
"K04083 (Halterung; für Deponiegriff, Körper groß)",0.0,1,niedrig (< 12),2019
K04198 (Griffschale; MEG-23 / MEG-17),25.0,2,"mittel (>12, <182)",2019
K06627 (Sicherungshalter),2.0,1,niedrig (< 12),2019
K06476 (BG Spannungsmesser / CWE26/ASSY),0.0,1,niedrig (< 12),2019
K06459 (Klemmenblock / CWE147),0.0,1,niedrig (< 12),2019
"K05624 (Feinsicherung, 2,0A , mittelträge)",0.0,1,niedrig (< 12),2019
K04816 (Knob  pointer; red),1.0,1,niedrig (< 12),2019
K05163 (Sleeve 401383),8.0,1,niedrig (< 12),2019
"K02431 (Overload protection switch; 8,5A)",1.0,1,niedrig (< 12),2019
K02073 (Solid State Relais; G3NE-210T 12 VDC),0.0,1,niedrig (< 12),2019
"K00301 (Kohlebürste, 230 Volt)",6.0,1,niedrig (< 12),2019
K00687 (Lufttemperaturfühler; UK UKR U5R U7R U8R (A)),3.0,1,niedrig (< 12),2019
"K00725 (Luftanschluß; Winkel Einschraubst. 1/4""/10)",1.0,1,niedrig (< 12),2019
K02877 (BG Heizkeil 800 Watt komplett; Wedge IT / CW125/800C),0.0,1,niedrig (< 12),2019
"K04362 (Sicherungsring; I   38 x 1,5)",1.0,1,niedrig (< 12),2019
K04450 (Verschlußglied; für Rollenkette),5.0,1,niedrig (< 12),2019
"K04457 (Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.)",10.0,1,niedrig (< 12),2019
"K04650 (Antriebskette, links, 8x3)",2.0,1,niedrig (< 12),2019
"K04651 (Antriebskette, rechts, 8x3)",3.0,1,niedrig (< 12),2019
K04173 (Ölwechsel-SET; UX1 + WX2Mu),0.0,1,niedrig (< 12),2019
"K03948 (Kohlehaltermodul R+L; BE 1020 , 0043)",0.0,1,niedrig (< 12),2019
"K04058 (Kohlebürste; Satz, BE 1020, 120V)",0.0,1,niedrig (< 12),2019
K06836 (Nilos-Ring),2.0,1,niedrig (< 12),2019
K05848 (Stopfen),6.0,1,niedrig (< 12),2019
"K05863 (Kabel vorkonfektioniert; 1² - 280mm, schwarz)",1.0,1,niedrig (< 12),2019
"K05864 (Kabel vorkonfektioniert; 1² - 280mm, braun)",1.0,1,niedrig (< 12),2019
"K05865 (Kabel vorkonfektioniert; 1² - 280mm, blau)",1.0,1,niedrig (< 12),2019
K05999 (Circlip A   17 x 1),45.0,2,"mittel (>12, <182)",2019
K06953 (Sechskantschraube M6 x 16; Wedge It Multi),0.0,1,niedrig (< 12),2019
K05834 (Frequenzumrichter kompl.; FU27M),3.0,1,niedrig (< 12),2019
K05082 (Kugellager; 61803 2RSR),0.0,1,niedrig (< 12),2019
K05083 (Kugellager; 16001 2RSR),5.0,1,niedrig (< 12),2019
K05136 (Paßscheibe UX1; 901030),1.0,1,niedrig (< 12),2019
K05344 (Schweißschuh MM; 67.0107K-32-20-M),1.0,1,niedrig (< 12),2019
K05345 (Schweißschuh MM; 67.0106K-32-20-M),1.0,1,niedrig (< 12),2019
K05552 (Heizkeilschweissmaschine Wedge It Multi; mit Datenaufzeichnung),0.0,1,niedrig (< 12),2019
K01313 (Schneckenrad komplett; U7R U8R (A) UD),1.0,1,niedrig (< 12),2019
K02795 (T-Griff; 338008  Innengewinde M8),1.0,1,niedrig (< 12),2019
K01156 (Federring; A  8),2.0,1,niedrig (< 12),2019
K00660 (Paßscheibe 20 x 28 x 2),0.0,1,niedrig (< 12),2019
K00664 (Verschraubung; PG 9),1.0,1,niedrig (< 12),2019
K00789 (Fettkammer; U7R U8R (A)),1.0,1,niedrig (< 12),2019
K03677 (Gleitlager mit Bund; MFM 0612-10),1.0,1,niedrig (< 12),2019
K03698 (Rillenkugellager; 61901 2RS1 SKF),8.0,1,niedrig (< 12),2019
"K03834 (Sicherungsring; JV40, 40x1,75)",0.0,1,niedrig (< 12),2019
"K03589 (Kugellagerausgleichscheibe; 19,3 x 25,8 x 0,3  KAS26)",0.0,1,niedrig (< 12),2019
K03583 (Sechskantmutter; M  4 - 8.8),0.0,1,niedrig (< 12),2019
K03608 (Softgriff),1.0,1,niedrig (< 12),2019
K03615 (Kabelbaum; FU),1.0,1,niedrig (< 12),2019
K03593 (Schirmklemmhülse),0.0,1,niedrig (< 12),2019
"K04452 (Schulterschraube; DIN 7379, M5, Z38 / 6x10)",0.0,1,niedrig (< 12),2019
"K04513 (Düse; 50, MA/E-K-65, 5mm)",1.0,1,niedrig (< 12),2019
"K04722 (Holder, motor fan, MM)",0.0,1,niedrig (< 12),2019
"K05189 (Luftleitscheibe; Antrieb DB, UX1)",5.0,1,niedrig (< 12),2019
K00736 (Obere Förderrolle m. Gleitlag.; U2 U4 U7R U8R (A) UD),0.0,1,niedrig (< 12),2019
K01019 (Lead wire 230 V UK UKR U5R U7R U8R E5 (A)),18.0,2,"mittel (>12, <182)",2019
"K01540 (Lead wire 230 V 3G1,5                  Pico)",0.0,1,niedrig (< 12),2019
K00209 (Kohlebürste          115-220 V; 34301093),0.0,1,niedrig (< 12),2019
K00482 (Anschlussbügel komplett; 5611),0.0,1,niedrig (< 12),2019
K00483 (Handgriff grün; 5612),1.0,1,niedrig (< 12),2019
K00517 (Triac 25 A        120/230 Volt; 5693),1.0,1,niedrig (< 12),2019
K00615 (Untere Förderrolle; U2),0.0,1,niedrig (< 12),2019
K00625 (Passfeder; 5 x 5 x 14),5.0,1,niedrig (< 12),2019
K00650 (Gleitlager; 5 x 10 x 8                  UK),1.0,1,niedrig (< 12),2019
"K03161 (Aufkleber, selbstklebend; Massetemperatur / melt     D/E)",0.0,1,niedrig (< 12),2019
"K03163 (Aufkleber, selbstklebend; on / off                   D/E)",0.0,1,niedrig (< 12),2019
K02421 (motor speed transmitter compl. 801582),1.0,1,niedrig (< 12),2019
K02520 (Berührschutz; MA/E-40; MAK-48),1.0,1,niedrig (< 12),2019
K02685 (Casing w/ electronic parts complete MA/E-60),0.0,1,niedrig (< 12),2019
K04655 (Schaltgehäuse-Verbinder; H-Regler),0.0,1,niedrig (< 12),2019
"K05591COV (Extruderschweißg.  MM-Xtruder OV; 230 V, mN)",0.0,1,niedrig (< 12),2019
K07242 (Mantelthermoelement FeCuNi Typ J),1.0,1,niedrig (< 12),2019
"K07274 (Umbausatz; PB > PB-ROB, 0-5V)",0.0,1,niedrig (< 12),2019
K04717 (Eigenluftführung; 10°   MM),0.0,1,niedrig (< 12),2019
K05172 (Antiverdrall - Vorrichtung;),0.0,1,niedrig (< 12),2019
K00685 (Sicherungsring; A   16 x 1),2.0,1,niedrig (< 12),2019
K00354 (Kohlebürste; DK 10125),0.0,1,niedrig (< 12),2019
"K07169 (Kompressionsdüse; GMAEK, 8/375)",0.0,1,niedrig (< 12),2019
K03881 (Antriebsflansch; MM),2.0,1,niedrig (< 12),2019
"K04514 (Düse; 80, MA/E-K-58, 8mm)",0.0,1,niedrig (< 12),2019
"K06130 (Kompressionsdüse; GMAEK, 6/05)",0.0,1,niedrig (< 12),2019
K07008 (Flachkopfschraube ; M  5 x 20),4.0,1,niedrig (< 12),2019
K06044 (Heizspirale; 18x165                      MM),2.0,1,niedrig (< 12),2019
"K05152 (Verschlußschraube kompl.; R 1/8"", mit Magnet)",2.0,1,niedrig (< 12),2019
K02387 (Sicherungsring; AV30),0.0,1,niedrig (< 12),2019
K02388 (Paßfeder; A5 x 5 x 14 hart),0.0,1,niedrig (< 12),2019
K02391 (Bodenrad; EBM13),0.0,1,niedrig (< 12),2019
K02380 (Zylinderstift; 4m6 x 12 hart),0.0,1,niedrig (< 12),2019
"K02378 (Dichtring; 10x14x1,5 A)",0.0,1,niedrig (< 12),2019
K03360 (Verschraubung; RQG-P schwarz AD13 PG9),0.0,1,niedrig (< 12),2019
"K03705 (Blende; 20,5x20,5)",3.0,1,niedrig (< 12),2019
K03827 (Innensechskantschraube; M4 x 75-8.8),0.0,1,niedrig (< 12),2019
K02519 (Paßscheibe-f.Seege.; 30 x 42 x 1),3.0,1,niedrig (< 12),2019
K02593 (Lufttemperaturregler; E5CN-R2MT-500 AC100-240),0.0,1,niedrig (< 12),2019
"K05759 (Haltewinkel f.Schaltgehäuse; UKRA, BE 1100)",0.0,1,niedrig (< 12),2019
K06496 (Anschlussleitung / CWE12),0.0,1,niedrig (< 12),2019
"K06838 (Senkkopfschraube M3 x 6, TX10 ; Wedge It multi)",9.0,1,niedrig (< 12),2019
"K07276 (Halterung; MAK 18/25, K-RHP, MEG-oben)",115.0,2,"mittel (>12, <182)",2019
"K07286 (Halter-Motorlüfter; MM, 30mm)",264.0,3,hoch (> 182),2019
K07287 (Runddichtring; 55  x 3),142.0,2,"mittel (>12, <182)",2019
K05146 (Gear housing),2.0,1,niedrig (< 12),2019
"K05347 (Schweißschuh MM; 67.0120F-32-20-M (R15x1,9mm))",4.0,1,niedrig (< 12),2019
K05224 (Touch guard; MAK-32-S),0.0,1,niedrig (< 12),2019
"K03749 (Cable7,5m/orange; WX2PBMu-WX2Mu,Extension)",6.0,1,niedrig (< 12),2019
"K02280 (Schaltgehäuse-Unterteil; m.Drahtf.MA/E-60,40,25 230/400)",2.0,1,niedrig (< 12),2019
K00749 (Klemmschelle; UKR SKR U5R U7R U8R (A)),0.0,1,niedrig (< 12),2019
K00670 (Massetemperaturfühler; UK UKR U7R U8R (A)),1.0,1,niedrig (< 12),2019
K00680 (Federring; B 4),0.0,1,niedrig (< 12),2019
"K03421 (Schweißdrahtrollen-Abwickler; Einfach, für 3kg Spule)",0.0,1,niedrig (< 12),2019
K03335 (Massetemperaturregler 230 V KB; E5CN-Q2MT-500 AC100-240  UK),1.0,1,niedrig (< 12),2019
K02741 (Warmluftführung; 20°                      ME-25),1.0,1,niedrig (< 12),2019
K02879 (Temperaturfühler 90 Grad; Wedge IT / CWE11.1),1.0,1,niedrig (< 12),2019
K04386 (Berührschutz; MAK 18-S u. MEK 18-S),0.0,1,niedrig (< 12),2019
"K03930 (Potischalter; BE 1020 , 0024)",0.0,1,niedrig (< 12),2019
K05262 (Light guide),2.0,1,niedrig (< 12),2019
"K00663 (Druckfeder; 4,9 x 7,3 x 14,5)",0.0,1,niedrig (< 12),2019
K00673 (Bandbeheizung 230 V; UK UKR (A)),3.0,1,niedrig (< 12),2019
K00702 (Obere Förderrolle m. Gleitlag.; UK SK UKR SKR U5R (A)),1.0,1,niedrig (< 12),2019
K03606 (Schutzgitter),1.0,1,niedrig (< 12),2019
"K03353 (Membrantülle; 22x12,5x16x2,4x8)",0.0,1,niedrig (< 12),2019
"K03281 (Abstandsbolzen; M3 x 10, SW 6)",0.0,1,niedrig (< 12),2019
"K04202 (Eigenluftgebläse; MEG-23, 230 Volt)",2.0,1,niedrig (< 12),2019
K04425 (Halterung MEG; oben 18-S),1.0,1,niedrig (< 12),2019
K04200 (Warmlufthaube; MM-Xtruder          MAK18S;  MM),0.0,1,niedrig (< 12),2019
"K04674A (Portable Extruder Welding Gun; MEK-18-S, 230 V, mN)",0.0,1,niedrig (< 12),2019
K07311 (Lüftereinheit Antrieb MM; vormontiert),136.0,2,"mittel (>12, <182)",2019
K05752 (Flachkopfschraube M 4 x 6; R 1-45        U2),0.0,1,niedrig (< 12),2019
K07007 (Schweißschuh; 43.0135FITB-40-40 M),1.0,1,niedrig (< 12),2019
"K07284 (Verschraubung; RQG-M, schwarz, AD13, M16x1,5)",16.0,2,"mittel (>12, <182)",2019
"K07291 (Linsenschraube; M4x8 -10.9 TX, ISO 7380)",0.0,1,niedrig (< 12),2019
K07292 (Axiallüfter; 40 x 40 x 28 MM),47.0,2,"mittel (>12, <182)",2019
"K07307 (Display-Unit Multi, mit Datenaufzeichnung, Reparatur)",1.0,1,niedrig (< 12),2019
"K07310 (Flachkopfschraube; M4x8 -10.9 TX, GEFU)",4.0,1,niedrig (< 12),2019
K07314 (Lüftereinheit mit Luftfilter MM; vormontiert),77.0,2,"mittel (>12, <182)",2019
K05258 (Werkzeug-Set),0.0,1,niedrig (< 12),2019
K01489 (Mutter; PG 16),1.0,1,niedrig (< 12),2019
K02201 (Gewindestift; M  6 x 12 / CW245),0.0,1,niedrig (< 12),2019
K02636 (Halterung; 45      MA/E-40B; MA60 B + D),1.0,1,niedrig (< 12),2019
K00970 (Schweißschuhhalter I; 40 mm),4.0,1,niedrig (< 12),2019
"K00460 (Heizelement 33 Triac-S,Diode-S; 230 Volt 2000 Watt)",1.0,1,niedrig (< 12),2019
K03279 (Reduzierung; MR-M 25/20),0.0,1,niedrig (< 12),2019
"K03278 (Mutter; SM-M 25x1,5)",2.0,1,niedrig (< 12),2019
"K03127 (Mutter; SM-M 16x1,5)",8.0,1,niedrig (< 12),2019
K02702B (Körper; MA/E-25 u. 25-S),1.0,1,niedrig (< 12),2019
K02964 (Stützring; MA/E-40-H u. 60-H),0.0,1,niedrig (< 12),2019
K04668 (Extruder screw 28                 MAE/K-65),4.0,1,niedrig (< 12),2019
K03898 (Vorwärmdüse 18 x 4; MM),0.0,1,niedrig (< 12),2019
K07312 (Lüftereinheit Regler MM; vormontiert),12.0,2,"mittel (>12, <182)",2019
K05164 (Verbindungskabel kompl.;),9.0,1,niedrig (< 12),2019
K05245 (Schweißschuh; 42.01.30F.ITB-40-40 M),5.0,1,niedrig (< 12),2019
"K05467 (Holder; P 12"")",1.0,1,niedrig (< 12),2019
K02414 (cap EBM13 200549),0.0,1,niedrig (< 12),2019
K02415 (Libelle; Durchm. 15mm),3.0,1,niedrig (< 12),2019
K02468 (Übergangsstück; GMA/E-50),0.0,1,niedrig (< 12),2019
K02474 (Granulattrichter; GMA/E-50),0.0,1,niedrig (< 12),2019
K02341 (Blindstopfen; EBM13),1.0,1,niedrig (< 12),2019
K00634 (Rändelschraube; M 4 x 30),1.0,1,niedrig (< 12),2019
K00646 (Druckhebel; UK SK UKR SKR U5R (A)),0.0,1,niedrig (< 12),2019
K00726 (Drahthalteschlaufe; TYP CN 9                SK SKR),0.0,1,niedrig (< 12),2019
"K01072 (Fördergehäuse, komplett; SKR UK UKR (A))",0.0,1,niedrig (< 12),2019
K02121 (Extruder screw 28                     MA/E-60),1.0,1,niedrig (< 12),2019
"K02688 (Kabel vorkonfektioniert; 400V 5x2,5mm² 7m lg.        MA)",0.0,1,niedrig (< 12),2019
"K02807 (Reihenklemme; AKZ 2,5)",0.0,1,niedrig (< 12),2019
K04213 (Vorwärmdüse 10 x 4; MM),1.0,1,niedrig (< 12),2019
K04153 (Transportkiste      MM-Xtruder; MM),1.0,1,niedrig (< 12),2019
"K07285 (Kabelverschraubung; STS, M16, 8-10)",2.0,1,niedrig (< 12),2019
"K07277 (Halterung; MEK 18/25, K-RHP, MLE-oben)",13.0,2,"mittel (>12, <182)",2019
K03958 (Paßscheibe; 25 x 35 x 1                 MM),1.0,1,niedrig (< 12),2019
"K04382 (Vorwärmdüse 50 mm; 63 lang, A18)",0.0,1,niedrig (< 12),2019
"K04381 (Vorwärmdüse 35 mm; 63 lang, A18)",0.0,1,niedrig (< 12),2019
"K04244 (Drive Unit, 120V; Preheating                MM)",5.0,1,niedrig (< 12),2019
K06676 (Intermediate flange; for GMAK),0.0,1,niedrig (< 12),2019
K06402 (Getriebe; VPG1Mu),1.0,1,niedrig (< 12),2019
K06087 (Extruderschnecke; MM),1.0,1,niedrig (< 12),2019
K05827 (Extruderschnecke; GMAE/K - 35),0.0,1,niedrig (< 12),2019
K02540 (Eigenluftführung; 27                      MA-40),1.0,1,niedrig (< 12),2019
"K02034 (Drive unit B; Type EBM13SKe, D- Handle)",0.0,1,niedrig (< 12),2019
K00546 (Handgriff; M 14),0.0,1,niedrig (< 12),2019
"K04379 (Vorwärmdüse 18 mm; 64 lang, A18)",0.0,1,niedrig (< 12),2019
"K03912 (Linsenblechschraube; BE 1020 , 0005)",0.0,1,niedrig (< 12),2019
K04955 (Warmlufthaube D40/2),0.0,1,niedrig (< 12),2019
K05147 (Bodenrad; WX2/UX1),0.0,1,niedrig (< 12),2019
K05149 (Ritzelrad; WX2Mu/UX1),7.0,1,niedrig (< 12),2019
K02532 (Distance ring 25/5                   MA/E-60),0.0,1,niedrig (< 12),2019
"K02058 (Sechskantmutter; M  6, CW220)",0.0,1,niedrig (< 12),2019
K02941 (Handgriff; M 8            MA/E-25 u. 25-S),5.0,1,niedrig (< 12),2019
K03231 (Extruderverlängerung 115mm; MAK/E-25/18),0.0,1,niedrig (< 12),2019
K03594 (shielding braid),18.0,2,"mittel (>12, <182)",2019
"K04665 (Kühlkörper; H - Regler, 37,5x34,5x16,5)",0.0,1,niedrig (< 12),2019
K04080 (Distanzring; 25/44/6      MAE/K-36/40/58/65),0.0,1,niedrig (< 12),2019
K06136 (Extruderschnecke; G16l),0.0,1,niedrig (< 12),2019
"K06684 (Ritzelwelle m. Rutschkupplung; BE 1100, 0011)",1.0,1,niedrig (< 12),2019
"K06683 (Getriebeflansch vollst.; BE 1100, 0013)",0.0,1,niedrig (< 12),2019
K05801 (Körper; GMAE/K - 50),0.0,1,niedrig (< 12),2019
"K05758 (Radialwellendichtring; BE 1100 , 0015)",1.0,1,niedrig (< 12),2019
K02590 (Schmelzkammer; MA/E-40),0.0,1,niedrig (< 12),2019
"K01057 (PVC Handgriff; Rot RAL 3000 18 x 2,5 x 30 lg)",0.0,1,niedrig (< 12),2019
K00489 (Wippschalter für Electron; 5626),2.0,1,niedrig (< 12),2019
"K01058 (PVC Handgriff; Rot RAL 3000 18 x 2,5 x 60 lg)",0.0,1,niedrig (< 12),2019
"K04182 (Paßscheibe; 17 x 24 x 1,5)",2.0,1,niedrig (< 12),2019
"K04183 (Kabelverschraubung M 16x1,5/1; 90° Winkel, KLICK-WM)",3.0,1,niedrig (< 12),2019
"K04204 (Scheibe; 24 x 1,5)",2.0,1,niedrig (< 12),2019
K04243 (Tube),156.0,2,"mittel (>12, <182)",2019
K04428 (Halterung MLE; oben 18),1.0,1,niedrig (< 12),2019
K04061 (Netzwippschalter; C1553ATNAE),2.0,1,niedrig (< 12),2019
K04082 (Support ring MAE/K-36/58),1.0,1,niedrig (< 12),2019
"K05757 (Bohrspindel; BE 1100, 0003, genutet)",2.0,1,niedrig (< 12),2019
"K04552 (Lufterhitzer; MLE-23, 230 Volt)",1.0,1,niedrig (< 12),2019
"K05265 (Verschlussschraube PG 9; 514/09 Kunststoff, Kleinhuis)",1.0,1,niedrig (< 12),2019
K01252 (Mutter; PG 9),1.0,1,niedrig (< 12),2019
K02292 (Eigenluftführung; 21°                      MA-60),1.0,1,niedrig (< 12),2019
K00454 (Dichtung r 30 / 50x4; 5566/5866),1.0,1,niedrig (< 12),2019
"K00587 (Drahtführung; 8 X 1,5          U2 U4 U7R (A))",1.0,1,niedrig (< 12),2019
K03744 (Sechskantmutter; M  4),2.0,1,niedrig (< 12),2019
"K03236 (Schutzrohr 17,2 x 91,5; MA/E-25)",2.0,1,niedrig (< 12),2019
"K03248 (Schutzrohr 19,5 x 12,7; MA/E-25)",3.0,1,niedrig (< 12),2019
K03234 (Düse; 49 EV                  MA/E-25),1.0,1,niedrig (< 12),2019
"K04724 (Welding shoe MM, with holder ; dia 32  x 36 mm shaped)",1.0,1,niedrig (< 12),2019
K04990 (Lagerplatte),2.0,1,niedrig (< 12),2019
"K05090 (Schulterschraube; DIN 7379, M5, Z38 / 6x16)",2.0,1,niedrig (< 12),2019
K04319 (Heating complete; 120 V / 1600 W),3.0,1,niedrig (< 12),2019
K06663 (Lagerdeckel),1.0,1,niedrig (< 12),2019
K06738 (Prüfplakette - Kalibriert am-durch-),3.0,1,niedrig (< 12),2019
"K05749 (Stift, 6x20)",4.0,1,niedrig (< 12),2019
K05312 (Kulisse),2.0,1,niedrig (< 12),2019
K02322 (Heating element 33D-Triac/Diod; 230 Volt 2000 Watt),3.0,1,niedrig (< 12),2019
K00764 (Nozzle U5R (A)),2.0,1,niedrig (< 12),2019
K00766 (Extruder screw U5R (A)),1.0,1,niedrig (< 12),2019
K00770 (Hot air guide U5R U7R U8R),1.0,1,niedrig (< 12),2019
"K02840 (Druckfeder; 1,8x10,2x16,9x3,5 / D-233A)",1.0,1,niedrig (< 12),2019
K03630 (Skala),4.0,1,niedrig (< 12),2019
K03138 (PVC Tauchkappe schwarz; 40 x 3 x 45 lg / ca.70°Sh A),2.0,1,niedrig (< 12),2019
K04292 (Vorwärmdüse 12 x 4 / kurz; MM),1.0,1,niedrig (< 12),2019
K01085 (Drahtführung; 6 X 1                  U5R (A)),1.0,1,niedrig (< 12),2019
K03613 (Abdeckung LED),3.0,1,niedrig (< 12),2019
K04461 (Kraftmessdose; KM26),1.0,1,niedrig (< 12),2019
K04320 (Ausblasrohr         Vorwärmung; MM),1.0,1,niedrig (< 12),2019
"K06143 (Extruderkörper; MM, 4mm PP)",2.0,1,niedrig (< 12),2019
K05853 (Adapterplate; Pb 14),1.0,1,niedrig (< 12),2019
K00594 (Massetemperaturfühler; U2 U4 U5R (A)),1.0,1,niedrig (< 12),2019
K04830 (Extruder screw MAE/K-48/32/32-S),1.0,1,niedrig (< 12),2019
"K06669 (Senkschraube, M3x10, ISO 14581, A2, Torx)",1.0,1,niedrig (< 12),2019
K06892 (Arretierbolzen Keilposition / MM75.New),1.0,1,niedrig (< 12),2019
"K07139 (Überlappanschlag, Micro)",4.0,1,niedrig (< 12),2019
K06228 (Antriebsachse / MM68.04),1.0,1,niedrig (< 12),2019
"K06204 (Lager Antriebsachse, 688 2Z)",2.0,1,niedrig (< 12),2019
"K01564 (Satz Messer; Maß 40x12x1,5)",2.0,1,niedrig (< 12),2019
"K04487 (Electronic; Typ H, E-S-18.01, 230V)",2.0,1,niedrig (< 12),2019
K04906 (Körper; MAE/K-32),1.0,1,niedrig (< 12),2019
K05479 (Frontrahmen; LCD-Display),1.0,1,niedrig (< 12),2019
"K05210 (Transportkoffer, ARCAS 001 (MAK / MEK bis 32))",1.0,1,niedrig (< 12),2019
K02352 (Gewindestange; 15                     MA/E-60),1.0,1,niedrig (< 12),2019
K00992 (Schweißschuhhalter II; 40 mm),1.0,1,niedrig (< 12),2019
"K04942 (Kabel vorkonfektioniert; 1,5² - 7,5cm / schwarz)",1.0,1,niedrig (< 12),2019
K00649 (Obere Förderrolle; UK),2.0,1,niedrig (< 12),2019
K00719 (Netzanschlußklemme; KL 20/2 PA                  SK),1.0,1,niedrig (< 12),2019
K04670 (Abstandhalter; Linsenhalterung LED),1.0,1,niedrig (< 12),2019
"K03939 (Zwischenflansch; BE 1020 , 0033)",1.0,1,niedrig (< 12),2019
"K03934 (Kabelschelle; BE 1020 , 0028)",1.0,1,niedrig (< 12),2019
K05962 (Halteseil mit Öse),1.0,1,niedrig (< 12),2019
"K05849 (Schlüsselring, 9,8 mm)",1.0,1,niedrig (< 12),2019
K05346 (Schweißschuh MM; 67.0104K-32-20-M),1.0,1,niedrig (< 12),2019
K00543 (Zylinderschraube; M  6 x  20),1.0,1,niedrig (< 12),2019
K05081 (Kugellager; 6200 2RSR),2.0,1,niedrig (< 12),2019
K05018 (Antriebszahnrad; Antriebsrolle),1.0,1,niedrig (< 12),2019
K05020 (Antriebskettenrad),1.0,1,niedrig (< 12),2019
"K05057 (Deckel, Kettenkasten)",1.0,1,niedrig (< 12),2019
K05069 (Senkschraube; M  4 x   8),6.0,1,niedrig (< 12),2019
"K05098 (Klemmhebel, LNF5-8)",1.0,1,niedrig (< 12),2019
K05000 (Antriebszahnrad),1.0,1,niedrig (< 12),2019
"K04628 (Sicherungsscheibe, DIN 6799, Dm8)",3.0,1,niedrig (< 12),2019
"K04629 (Passfeder; DIN 6885, 5x5x20)",1.0,1,niedrig (< 12),2019
K04502 (Gleitlager mit Bund; GFM-0809-12),2.0,1,niedrig (< 12),2019
K04507 (Nadellager; NA 4901 2RSR),1.0,1,niedrig (< 12),2019
K04508 (Kugellager; 6301 2RSR),1.0,1,niedrig (< 12),2019
K04583 (Kugellager; 6001 2RSR),1.0,1,niedrig (< 12),2019
"K04626 (Paßscheibe; 12 x 18 x 0,5,   DIN 988)",4.0,1,niedrig (< 12),2019
"K06908 (Linsenkopfschraube; DIN 7380,M5x16,A2)",2.0,1,niedrig (< 12),2019
"K06940 (Gehäuseschale lackiert , mit Klemmkasten; wedge it multi)",1.0,1,niedrig (< 12),2019
K07051 (selbstklebender Antirutschbelag - verformbar; Wedge It multi),20.0,2,"mittel (>12, <182)",2019
K06158 (Verschlußkappe; Verlängerung Verbindungsleitung Powerboxseite),1.0,1,niedrig (< 12),2019
K06086 (Verschlußkappe; Verlängerung Verbindungsleitung Extruderseite),1.0,1,niedrig (< 12),2019
K05295 (Nadelhülse;  HK 1010),5.0,1,niedrig (< 12),2019
"K05299 (Zugfeder; FST d=1,60 Fo = 7,56 / CW1027)",1.0,1,niedrig (< 12),2019
K05306 (Federndes Druckstück),1.0,1,niedrig (< 12),2019
K05491 (Zahnrad; Motor),1.0,1,niedrig (< 12),2019
"K05518 (Durchführungstülle, 3x5x8x1,5)",1.0,1,niedrig (< 12),2019
K05908 (Druckhebel;  Wedge It Multi),1.0,1,niedrig (< 12),2019
"K03361 (Mutter; SM-M 20x1,5)",2.0,1,niedrig (< 12),2019
K04427 (Halterung MEG; oben 18),2.0,1,niedrig (< 12),2019
K07381 (Heizspirale; 18x125  MM 110V 230W),1.0,1,niedrig (< 12),2019
